CLIA Number,Laboratory Name,Certificate,City,State,Formatted_address,Zip_code,lat,lng
24D0680317,ASSOCIATED SKIN CARE SPECIALISTS,1,COON RAPIDS,MN,"3833 Coon Rapids Blvd NW #280, Minneapolis, MN 55433, USA",55433,45.183054,-93.36451699999999
24D0680318,ASSOCIATED SKIN CARE SPECIALISTS,1,FRIDLEY,MN,"7205 University Ave NE, Fridley, MN 55432, USA",55432,45.0984401,-93.2621908
24D0687292,PARK NICOLLET CLINIC - METHODIST HOSPITAL,3,SAINT LOUIS PARK,MN,"6600 Excelsior Blvd #160, St Louis Park, MN 55426, USA",55426,44.927426,-93.36367399999999
24D0688128,UNIV OF MN MED CTR-FAIRVIEW-UNIV EAST BANK CAMPUS,3,MINNEAPOLIS,MN,"500 SE Harvard St, Minneapolis, MN 55455, USA",55455,44.9711356,-93.2311679
24D0691046,ST FRANCIS HEALTHCARE CAMPUS,3,BRECKENRIDGE,MN,"2400 St. Francis Dr, Breckenridge, MN 56520, USA",56520,46.2914852,-96.58836850000002
24D0691540,DERMATOLOGY CONSULTANTS PA,1,VADNAIS HEIGHTS,MN,"Willow Lake Office Park, 3555 Willow Lake Blvd #240, Vadnais Heights, MN 55110, USA",55110,45.04955930000001,-93.0558707
24D0858513,MAYO CLINIC HEALTH SYSTEM MANKATO CYTOLOGY,3,MANKATO,MN,"1025 Marsh St, Mankato, MN 56001, USA",56001,44.1638595,-93.98334059999999
24D0860262,SANFORD PARKERS PRAIRIE CLINIC LABORATORY,3,PARKERS PRAIRIE,MN,"115 E Soo St, Parkers Prairie, MN 56361, USA",56361,46.1530472,-95.3281841
24D0875690,SANFORD WALKER LABORATORY CLINIC,3,WALKER,MN,"614 Michigan Ave, Walker, MN 56484, USA",56484,47.1009403,-94.5846329
24D0882694,NE - IA - SHING,3,ONAMIA,MN,"43500 Migizi Dr, Onamia, MN 56359, USA",2241,46.1771523,-93.75179349999999
24D0891602,"ANW WEST HEALTH, INC",3,PLYMOUTH,MN,"2855 Campus Dr, Plymouth, MN 55441, USA",55441,45.0113291,-93.4543942
24D0939685,FAIRVIEW CLINICS-LINO LAKES,3,LINO LAKES,MN,"7455 Village Dr, Lino Lakes, MN 55014, USA",55014,45.1784155,-93.1134306
24D0953063,FAIRVIEW ANDOVER CLINIC,3,ANDOVER,MN,"13819 Hanson Blvd NW, Andover, MN 55304, USA",55304,45.221953,-93.305048
24D0953747,ST LUKE'S DERMATOLOGY,1,DULUTH,MN,"920 E 1st St Suite 201, Duluth, MN 55805, USA",55805,46.79670489999999,-92.0868634
24D0956850,FAIRVIEW MESABA CLINIC - MT IRON,3,MOUNTAIN IRON,MN,"8496 Enterprise Dr S, Mountain Iron, MN 55768, USA",8226,47.5176936,-92.5803523
24D0956851,FAIRVIEW MESABA CLINIC - NASHWAUK,3,NASHWAUK,MN,"3605 Mayfair Ave #2, Hibbing, MN 55746, USA",2936,47.4095088,-92.9294589
24D0970161,HEALTHEAST WOODWINDS HOSPITAL LAB,3,WOODBURY,MN,"1825 Woodwinds Dr, Woodbury, MN 55125, USA",55125,44.9227538,-92.97427479999999
24D0988147,MINNEAPOLIS VAMC,3,MINNEAPOLIS,MN,"1 Veterans Dr, Minneapolis, MN 55417, USA",2309,44.9018834,-93.20487849999999
24D0992852,CENTRACARE CLINIC - DERMATOLOGY,1,SAINT CLOUD,MN,"1900 Centracare Cir Suite 2575, St Cloud, MN 56303, USA",56303,45.5829642,-94.2067623
24D0995276,UMPHYSICIANS OUTREACH LABORATORIES,3,MINNEAPOLIS,MN,"420 Delaware St SE, Minneapolis, MN 55455, USA",55455,44.972078,-93.2329403
24D1033809,"ACCESS GENETICS LLC, DBA ORALDNA",3,EDEN PRAIRIE,MN,"7400 Flying Cloud Dr, Eden Prairie, MN 55344, USA",3720,44.8704823,-93.41485259999999
24D1040592,MAYO CLINIC LABS - ROCHESTER SUPERIOR DRIVE,3,ROCHESTER,MN,"3050 Superior Dr NW, Rochester, MN 55901, USA",55901,44.0566014,-92.5262924
24D1049217,FAIRVIEW BLAINE CLINIC,3,BLAINE,MN,"10961 Club W Pkwy NE, Blaine, MN 55449, USA",55449,45.1688735,-93.22835839999999
24D1049224,FAIRVIEW CLINICS-UNIVERSITY CHILDRENS,3,MINNEAPOLIS,MN,"2535 University Ave SE, Minneapolis, MN 55414, USA",55414,44.9732406,-93.2199849
24D1049829,U OF MN PEDIATRICS INFECTIOUS DISEASES,1,MINNEAPOLIS,MN,"420 Delaware St SE # 850, Minneapolis, MN 55455, USA",0341,44.972078,-93.2329403
24D1052108,SANFORD HEALTH EAST GRAND FORKS CLINIC,3,EAST GRAND FORKS,MN,"929 Central Ave NW, East Grand Forks, MN 56721, USA",56721,47.9341479,-97.0210305
24D1061119,SANFORD LABORATORIES WINDOM,3,WINDOM,MN,"591 2nd Ave N, Windom, MN 56101, USA",56101,43.8618983,-95.11401599999999
24D1061124,SANFORD LABORATORIES - MOUNTAIN LAKE,3,MOUNTAIN LAKE,MN,"308 N 8th St N, Mountain Lake, MN 56159, USA",56159,43.9382536,-94.93300769999999
24D1061742,MINNESOTA GASTROENTEROLOGY LABORATORY,3,MAPLEWOOD,MN,"1997 Sloan Pl # 200, Maplewood, MN 55117, USA",55117,45.0017749,-93.0880364
24D1065114,SANFORD ADRIAN CLINIC LAB,1,ADRIAN,MN,"201 Maine Ave, Adrian, MN 56110, USA",56110,43.6302734,-95.9349381
24D1085475,ASSOCIATED SKIN CARE SPECIALISTS,1,MAPLE GROVE,MN,"9600 Upland Ln N #250, Maple Grove, MN 55369, USA",55369,45.129554,-93.479078
24D1096127,"ACADEMIC DERMATOLOGY, PC",1,EDINA,MN,"6545 France Ave S #564, Edina, MN 55435, USA",55435,44.88462579999999,-93.3275073
24D1102395,FAIRVIEW PINE CITY CLINIC,3,PINE CITY,MN,"100 Evergreen Square Southwest, Pine City, MN 55063, USA",55063,45.8187253,-92.9797574
24D1106316,MAPLE GROVE HOSPITAL,3,MAPLE GROVE,MN,"9875 Hospital Dr, Maple Grove, MN 55369, USA",55369,45.1328299,-93.48069149999999
24D2002500,SANFORD BEMIDJI CLINIC 1611 NORTH,3,BEMIDJI,MN,"1611 Anne St NW, Bemidji, MN 56601, USA",56601,47.505634,-94.9035524
24D2011709,ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER,3,BRAINERD,MN,"523 N 3rd St, Brainerd, MN 56401, USA",3054,46.3622236,-94.20639349999999
24D2015774,FAIRVIEW MAPLE GROVE MEDICAL CENTER,1,MAPLE GROVE,MN,"14500 99th Ave N, Maple Grove, MN 55369, USA",55369,45.13608199999999,-93.46477089999999
24D2018496,RIDGEVIEW TWO TWELVE MEDICAL CENTER LABORATORY,3,CHASKA,MN,"111 Hundertmark Rd, Chaska, MN 55318, USA",55318,44.8179613,-93.60122299999999
24D2050413,COOK HOSPITAL,1,TOWER,MN,0,0,0,0
24D2056881,CLARUS DERMATOLOGY,1,SAINT ANTHONY,MN,"4351, 2603 39th Ave NE d202, St Anthony, MN 55421, USA",55421,45.038629,-93.221488
24D2061371,LINDSTROM CLINIC,3,LINDSTROM,MN,"12375 Lindstrom Ln, Lindstrom, MN 55045, USA",55045,45.39066039999999,-92.8554986
24D2075059,MY DERMATOLOGIST,1,INVER GROVE HEIGHTS,MN,"5565 Blaine Ave E #200, Inver Grove Heights, MN 55076, USA",55076,44.8680724,-93.05461679999999
24D2117719,SOUTHBRIDGE-ST FRANCIS URGENT CARE,3,SHAKOPEE,MN,"8170 Old Carriage Ct #100, Shakopee, MN 55379, USA",55379,44.7818145,-93.4142634
24D2131610,ALLINA HEALTH CLINIC BUFFALO CROSSROADS,3,BUFFALO,MN,"755 Crossroads Campus Dr, Buffalo, MN 55313, USA",55313,45.1782537,-93.8633049
24D2140972,VRL EUROFINS,1,MINNEAPOLIS,MN,"5205 Quincy St, Mounds View, MN 55112, USA",55112,45.0982123,-93.19423069999999
24D2155134,LABORATORY CORPORATION OF AMERICA HOLDINGS,1,NEW BRIGHTON,MN,"402 County Rd D West, St Paul, MN 55112, USA",55112,45.037222,-93.1914099
25D0029531,NORTH MISSISSIPPI MEDICAL CENTER,3,TUPELO,MS,"830 S Gloster St, Tupelo, MS 38801, USA",38801,34.2403171,-88.712335
25D0029550,MONROE HEALTH SERVICES INC DBA NMMC GILMORE-AMORY,3,AMORY,MS,"1105 Earl Frye Blvd, Amory, MS 38821, USA",38821,33.977272,-88.476376
25D0029572,MAGNOLIA REGIONAL HEALTH CENTER LAB,3,CORINTH,MS,"611 Alcorn Dr, Corinth, MS 38834, USA",38834,34.9354659,-88.560519
25D0029613,PONTOTOC HEALTH SERVICES INC,3,PONTOTOC,MS,"176 S Main St, Pontotoc, MS 38863, USA",38863,34.2427205,-88.9960497
25D0029660,GREENWOOD LEFLORE HOSPITAL,3,GREENWOOD,MS,"1401 River Rd, Greenwood, MS 38930, USA",4030,33.5176844,-90.2010225
25D0029702,MERIT HEALTH MADISON HOSPITAL LABORATORY,3,CANTON,MS,"161 River Oaks Drive, Canton, MS 39046, USA",39046,32.5813235,-90.08307429999999
25D0029841,MERIT HEALTH RIVER REGION MEDICAL CENTER,3,VICKSBURG,MS,"1111 N Frontage Rd, Vicksburg, MS 39180, USA",5102,32.3185395,-90.8823029
25D0029885,MERIT HEALTH CENTRAL MAIN LABORATORY,3,JACKSON,MS,"1850 Chadwick Dr, Jackson, MS 39204, USA",39204,32.2876547,-90.2547321
25D0029960,RUSH FOUNDATION HOSPITAL,3,MERIDIAN,MS,"1314 19th Ave, Meridian, MS 39301, USA",39301,32.3695442,-88.6968607
25D0316466,BAPTIST MEMORIAL HOSPITAL - UNION COUNTY,3,NEW ALBANY,MS,"200 MS-30 W, New Albany, MS 38652, USA",38652,34.4978218,-89.028021
25D0316753,DELTA REGIONAL MEDICAL CENTER,1,GREENVILLE,MS,"1400 E Union St, Greenville, MS 38703, USA",38703,33.410775,-91.0355975
25D0316884,DERMATOLOGY CENTER OF NORTH MS PA,1,TUPELO,MS,"516 Pegram Dr, Tupelo, MS 38801, USA",38801,34.2411418,-88.712357
25D0317379,MERIT HEALTH RANKIN,3,BRANDON,MS,"350 Crossgates Blvd, Brandon, MS 39042, USA",39042,32.286473,-90.03484069999999
25D0317980,MISSISSIPPI BAPTIST MEDICAL CENTER LABORATORY,3,JACKSON,MS,"1225 N State St, Jackson, MS 39202, USA",39202,32.3143528,-90.1792006
25D0318532,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,3,JACKSON,MS,"969 Lakeland Dr, Jackson, MS 39216, USA",39216,32.332658,-90.1653473
25D0318622,ANDERSON REGIONAL MEDICAL CENTER - NORTH,3,MERIDIAN,MS,"2124 14th St, Meridian, MS 39301, USA",39301,32.3724894,-88.6992739
25D0318918,HATTIESBURG CLINIC LABORATORY,1,HATTIESBURG,MS,"415 S 28th Ave, Hattiesburg, MS 39401, USA",39401,31.3187059,-89.33226839999999
25D0318985,FORREST GENERAL HOSPITAL,3,HATTIESBURG,MS,"6051 US 49, Hattiesburg, MS 39401, USA",39401,31.3186357,-89.32943790000002
25D0318998,MERIT HEALTH WESLEY,3,HATTIESBURG,MS,"5001 Hardy St, Hattiesburg, MS 39402, USA",1308,31.325589,-89.3666626
25D0319447,MEMORIAL HOSP AT GULFPORT PATH LAB,3,GULFPORT,MS,"4500 13th St, Gulfport, MS 39501, USA",2569,30.3672339,-89.1157386
25D0319567,OCHSNER MEDICAL CENTER - HANCOCK LABORATORY,3,BAY SAINT LOUIS,MS,"149 Drinkwater Rd, Bay St Louis, MS 39520, USA",39520,30.3172291,-89.3547281
25D0319605,MERIT HEALTH BILOXI,3,BILOXI,MS,"150 Reynoir St, Biloxi, MS 39530, USA",39530,30.3959199,-88.88991650000001
25D0319796,OCEAN SPRINGS HOSPITAL LABORATORY,3,OCEAN SPRINGS,MS,"3109 Bienville Blvd, Ocean Springs, MS 39564, USA",39564,30.4140074,-88.78084349999999
25D0319894,SINGING RIVER HOSPITAL,3,PASCAGOULA,MS,"2809 Denny Ave, Pascagoula, MS 39581, USA",39581,30.3755953,-88.5340241
25D0319986,KINGS DAUGHTERS MEDICAL CENTER,3,BROOKHAVEN,MS,"427 US-51, Brookhaven, MS 39601, USA",39601,31.5890652,-90.4580355
25D0320053,SOUTHWEST MISSISSIPPI REG MEDICAL CTR,3,MCCOMB,MS,"215 Marion Ave, McComb, MS 39648, USA",2705,31.2509484,-90.4747234
25D0320313,NORTH MS MEDICAL CENTER-WEST POINT,3,WEST POINT,MS,"835 Medical Center Dr, West Point, MS 39773, USA",39773,33.6199889,-88.66231540000001
25D0651756,CLARKSDALE HMA LLC DBA NORTHWEST MISS REGIONAL,3,CLARKSDALE,MS,"1970 Hospital Dr, Clarksdale, MS 38614, USA",38614,34.1958291,-90.55218090000001
25D0651766,BAPTIST MEMORIAL HOSPITAL NORTH MS,3,OXFORD,MS,"1100 Belk Blvd, Oxford, MS 38655, USA",38655,34.3480054,-89.5297351
25D0651780,PHC CLEVELAND INC DBA,3,CLEVELAND,MS,"901 E Sunflower Rd, Cleveland, MS 38732, USA",38732,33.7488092,-90.70842739999999
25D0651792,BAPTIST MEMORIAL HOSPITAL BOONEVILLE,3,BOONEVILLE,MS,"100 Hospital Street, Booneville, MS 38829, USA",38829,34.6578676,-88.56563369999999
25D0651813,YALOBUSHA GENERAL HOSPITAL,3,WATER VALLEY,MS,"630 S Main St, Water Valley, MS 38965, USA",38965,34.1314156,-89.64227969999999
25D0651840,MERIT HEALTH NATCHEZ,3,NATCHEZ,MS,"54 Sgt Prentiss Dr, Natchez, MS 39120, USA",39120,31.5278335,-91.3913793
25D0651894,DIAGNOSTIC TISSUE CYTOLOGY GROUP,3,MERIDIAN,MS,"1512 20th Ave, Meridian, MS 39301, USA",4124,32.3724496,-88.6982542
25D0651935,SOUTH CENTRAL REGIONAL MEDICAL CENTER,3,LAUREL,MS,"1220 Jefferson St, Laurel, MS 39440, USA",39440,31.6850694,-89.1408701
25D0651952,GARDEN PARK MEDICAL CENTER LAB,3,GULFPORT,MS,"15200 Community Rd, Gulfport, MS 39503, USA",39503,30.4440582,-89.0932631
25D0651989,BAPTIST MEMORIAL HOSPITAL - GOLDEN TRIANGLE,3,COLUMBUS,MS,"2520 N 5th St, Columbus, MS 39705, USA",39705,33.5254511,-88.4274117
25D0689771,NORTH SUNFLOWER MEDICAL CENTER,1,RULEVILLE,MS,"840 N Oak Ave, Ruleville, MS 38771, USA",38771,33.73419,-90.545497
25D0690739,HIGHLAND COMMUNITY HOSPITAL,1,PICAYUNE,MS,"130 Highland Pkwy, Picayune, MS 39466, USA",39466,30.5500597,-89.6651761
25D0690771,RIVER OAKS HOSPITAL,3,JACKSON,MS,"1030 River Oaks Dr, Flowood, MS 39232, USA",39232,32.325293,-90.10635160000001
25D0691090,GREENWOOD COMPREHENSIVE MEDICAL CLINIC,1,GREENWOOD,MS,"517 US-82, Greenwood, MS 38930, USA",38930,33.5080418,-90.1989554
25D0708959,UMMC - DEPARTMENT OF PATHOLOGY,3,JACKSON,MS,"2500 N State St, Jackson, MS 39216, USA",39216,32.3299207,-90.1736583
25D0859785,"JPB PATHOLOGY, INC",3,OXFORD,MS,"2301 S Lamar Blvd, Oxford, MS 38655, USA",5373,34.3488346,-89.51968029999999
25D0906493,GULF COAST DERMATOLOGY PA,1,GULFPORT,MS,"1304 44th Ave, Gulfport, MS 39501, USA",2552,30.3674859,-89.1133864
25D0929363,HUBCARE PATHOLOGY,3,HATTIESBURG,MS,"5052 W 4th St, Hattiesburg, MS 39402, USA",1069,31.335866,-89.37235600000001
25D0946269,WESTMORELAND DERMATOLOGY AND SURGERY/,1,COLUMBUS,MS,"2110 N 5th St, Columbus, MS 39705, USA",2210,33.519815,-88.428544
25D0985174,RUSH FOUNDATION HOSPITAL - DEPT OF PATHOLOGY,3,MERIDIAN,MS,"1803 6th St, Meridian, MS 39301, USA",39301,32.3664654,-88.6967336
25D0985448,HUBCARE PATHOLOGY CENTRAL,3,JACKSON,MS,"5052 W 4th St, Hattiesburg, MS 39402, USA",1069,31.335866,-89.37235600000001
25D1011258,DIAGNOSTIC TISSUE/CYTOLOGY GROUP,3,MERIDIAN,MS,"1512 20th Ave, Meridian, MS 39301, USA",4124,32.3724496,-88.6982542
25D1060031,GOLDEN TRIANGLE PATHOLOGY INC,3,COLUMBUS,MS,"Baptist Boulevard, Columbus, MS 39705, USA",39705,33.5263814,-88.42603950000002
25D2135569,RUSH FOUNDATION HOSP OUTREACH LABORATORY,3,MERIDIAN,MS,"1314 19th Ave, Meridian, MS 39301, USA",39301,32.3695442,-88.6968607
25D2137603,METRIC LAB SERVICES LLC,3,RIDGELAND,MS,"116 Marketridge Dr, Ridgeland, MS 39157, USA",39157,32.4030195,-90.1775801
26D0045153,MERCY LABORATORY SERVICES,3,FESTUS,MO,"1500 Calvary Church Rd, Festus, MO 63028, USA",63028,38.1928723,-90.39242109999999
26D0045275,SSM HEALTH CARDINAL GLENNON CHILDRENS HOSPITAL,3,SAINT LOUIS,MO,"1465 S Grand Blvd, St. Louis, MO 63104, USA",1003,38.6202095,-90.2393086
26D0045374,SSM HEALTH ST MARY'S HOSPITAL-ST LOUIS,3,SAINT LOUIS,MO,"6420 Clayton Rd, Richmond Heights, MO 63117, USA",63117,38.6325453,-90.3116831
26D0045600,PIKE COUNTY HOSPITAL,3,LOUISIANA,MO,"2305 Georgia St, Louisiana, MO 63353, USA",63353,39.4405717,-91.0646964
26D0045627,MERCY HOSPITAL LINCOLN,3,TROY,MO,"1000 E Cherry St, Troy, MO 63379, USA",63379,38.983331,-90.9640996
26D0045639,SSM ST JOSEPH HOSPITAL-WENTZVILLE,3,WENTZVILLE,MO,"500 Medical Dr, Wentzville, MO 63385, USA",3421,38.8222923,-90.88066859999999
26D0045711,SOUTHEAST MISSOURI HOSP LAB,3,CAPE GIRARDEAU,MO,"1723 Broadway St # 115, Cape Girardeau, MO 63701, USA",4556,37.3119401,-89.54025419999999
26D0045914,LEES SUMMIT MEDICAL CENTER,3,LEES SUMMIT,MO,"2100 SE Blue Pkwy, Lee's Summit, MO 64063, USA",64063,38.9036552,-94.3331359
26D0045995,NORTH KANSAS CITY HOSPITAL,3,NORTH KANSAS CITY,MO,"2800 Clay Edwards Dr, North Kansas City, MO 64116, USA",64116,39.14951689999999,-94.55115409999999
26D0046086,SAINT LUKE'S NORTH HOSPITAL LAB,3,KANSAS CITY,MO,"5830 NW Barry Rd, Kansas City, MO 64154, USA",2778,39.248492,-94.6484274
26D0046095,CAMERON REGIONAL MEDICAL CENTER,1,CAMERON,MO,"1600 E Evergreen St, Cameron, MO 64429, USA",64429,39.730393,-94.217773
26D0046270,SSM HEALTH ST MARYS HOSPITAL,3,JEFFERSON CITY,MO,"2505 Mission Dr, Jefferson City, MO 65109, USA",65109,38.5581612,-92.2208351
26D0046391,MERCY HOSPITAL - LEBANON,3,LEBANON,MO,"100 Hospital Dr, Lebanon, MO 65536, USA",65536,37.6815735,-92.6342947
26D0046398,SALEM MEMORIAL DISTRICT HOSPITAL,1,SALEM,MO,"35629 MO-72, Salem, MO 65560, USA",65560,37.6604402,-91.5692851
26D0046423,COX MEDICAL CENTER BRANSON,3,BRANSON,MO,"525 Branson Landing Blvd, Branson, MO 65616, USA",65616,36.6511185,-93.2216292
26D0437116,ST LUKE'S HOSPITAL LABORATORY,3,CHESTERFIELD,MO,"121 St Luke's Center Dr, Chesterfield, MO 63017, USA",63017,38.6549096,-90.5096135
26D0437653,SSM HEALTH DEPAUL HOSPITAL-ST LOUIS,3,BRIDGETON,MO,"12303 De Paul Dr, Bridgeton, MO 63044, USA",63044,38.7512293,-90.4339368
26D0437840,MISSOURI BAPTIST SULLIVAN HOSPITAL,3,SULLIVAN,MO,"751 Sappington Bridge Rd, Sullivan, MO 63080, USA",63080,38.1958513,-91.17000499999999
26D0437927,MERCY HOSPITAL WASHINGTON,3,WASHINGTON,MO,"901 E Fifth St, Washington, MO 63090, USA",63090,38.55198,-91.000704
26D0438670,BARNES-JEWISH HOSPITAL LAB,3,SAINT LOUIS,MO,"4901 Forest Park Ave, St. Louis, MO 63108, USA",63108,38.6395608,-90.26252319999999
26D0438675,ST LOUIS CHILDREN'S HOSPITAL,3,SAINT LOUIS,MO,"4353 Clayton Ave, St. Louis, MO 63110, USA",63110,38.6342034,-90.2550144
26D0438768,CARESTL (HLR),1,SAINT LOUIS,MO,"5471 Dr Martin Luther King Dr, St. Louis, MO 63112, USA",63112,38.668719,-90.27243750000001
26D0439140,ST ALEXIUS HOSPITAL - BROADWAY CAMPUS,3,SAINT LOUIS,MO,"3933 S Broadway, St. Louis, MO 63118, USA",63118,38.5834635,-90.2286233
26D0439948,ESSE HEALTH,3,SAINT LOUIS,MO,"1027 Bellevue Ave, St. Louis, MO 63117, USA",1851,38.6333067,-90.31254559999999
26D0440098,MISSOURI BAPTIST MEDICAL CENTER,3,SAINT LOUIS,MO,"3015 N Ballas Rd, St. Louis, MO 63131, USA",2329,38.6358485,-90.4468412
26D0440658,BARNES JEWISH WEST COUNTY HOSPITAL,3,CREVE COEUR,MO,"12634 Olive Blvd, St. Louis, MO 63141, USA",63141,38.6756387,-90.4681064
26D0440781,MERCY HOSPITAL ST LOUIS,3,SAINT LOUIS,MO,"615 S New Ballas Rd, St. Louis, MO 63141, USA",63141,38.6447001,-90.44621839999999
26D0441278,BARNES-JEWISH ST PETERS HOSPITAL,3,SAINT PETERS,MO,"10 Hospital Dr, St Peters, MO 63376, USA",1691,38.7936398,-90.57966239999999
26D0441414,WINGHAVEN URGENT CARE CENTER,3,OFALLON,MO,"5551 Winghaven Blvd Suite 100, O'Fallon, MO 63368, USA",63368,38.752444,-90.747717
26D0441465,HANNIBAL REGIONAL HOSPITAL,3,HANNIBAL,MO,"6000 Hospital Dr, Hannibal, MO 63401, USA",63401,39.710562,-91.45013
26D0441786,PARKLAND HEALTH CENTER - FARMINGTON,3,FARMINGTON,MO,"1101 W Liberty St, Farmington, MO 63640, USA",63640,37.7813007,-90.4385655
26D0441857,WASHINGTON COUNTY MEMORIAL HOSPITAL,1,POTOSI,MO,"300 Healthway Dr, Potosi, MO 63664, USA",63664,37.9259533,-90.7728784
26D0442027,SAINT FRANCIS MEDICAL CENTER,3,CAPE GIRARDEAU,MO,"211 St Francis Dr, Cape Girardeau, MO 63703, USA",63703,37.3031365,-89.57147379999999
26D0442165,MISSOURI DELTA MEDICAL CENTER,3,SIKESTON,MO,"1008 N Main St, Sikeston, MO 63801, USA",5043,36.8898784,-89.5842481
26D0442369,POPLAR BLUFF REGIONAL MEDICAL CENTER,3,POPLAR BLUFF,MO,"3100 Oak Grove Rd, Poplar Bluff, MO 63901, USA",63901,36.7875827,-90.44270279999999
26D0442495,BELTON REGIONAL MEDICAL CENTER,3,BELTON,MO,"17065 S, US-71, Belton, MO 64012, USA",64012,38.8155122,-94.50315669999999
26D0442588,ST MARYS MEDICAL CENTER,3,BLUE SPRINGS,MO,"201 NW R D Mize Rd, Blue Springs, MO 64014, USA",2513,39.0252184,-94.26402730000001
26D0442732,CENTERPOINT MEDICAL CENTER,3,INDEPENDENCE,MO,"19600 East 39th St S, Independence, MO 64057, USA",64057,39.049025,-94.348833
26D0442873,TRUMAN MEDICAL CENTER LAKEWOOD,3,KANSAS CITY,MO,"7900 Lee's Summit Rd, Kansas City, MO 64139, USA",64139,38.9750259,-94.3949087
26D0443009,LAFAYETTE REGIONAL HEALTH CENTER,3,LEXINGTON,MO,"1500 State St, Lexington, MO 64067, USA",64067,39.1897208,-93.8771476
26D0443065,LIBERTY HOSPITAL,3,LIBERTY,MO,"2525 Glenn Hendren Dr, Liberty, MO 64068, USA",64068,39.2750333,-94.4244274
26D0443246,WESTERN MISSOURI MEDICAL CENTER,3,WARRENSBURG,MO,"403 Burkarth Rd, Warrensburg, MO 64093, USA",64093,38.765869,-93.72240740000001
26D0443323,CHILDRENS MERCY HOSPITAL LABORATORIES,3,KANSAS CITY,MO,"2401 Gillham Rd, Kansas City, MO 64108, USA",4619,39.08387889999999,-94.5771759
26D0443410,TRUMAN MEDICAL CENTER HOSPITAL HILL,3,KANSAS CITY,MO,"2301 Holmes St, Kansas City, MO 64108, USA",2774,39.08509220000001,-94.57397189999999
26D0443954,ST JOSEPH MEDICAL CENTER,3,KANSAS CITY,MO,"1000 Carondelet Dr, Kansas City, MO 64114, USA",64114,38.9361,-94.604304
26D0444355,RESEARCH MEDICAL CENTER-BROOKSIDE CAMPUS,3,KANSAS CITY,MO,"6601 Rockhill Rd, Kansas City, MO 64132, USA",64132,39.0071375,-94.57737180000001
26D0444480,RESEARCH MEDICAL CENTER,3,KANSAS CITY,MO,"2316 E Meyer Blvd, Kansas City, MO 64132, USA",64132,39.0097258,-94.5592068
26D0444875,MOSAIC MEDICAL CENTER-MARYVILLE,3,MARYVILLE,MO,"2016 S Main St, Maryville, MO 64468, USA",64468,40.326363,-94.87650099999999
26D0445159,HEDRICK MEDICAL CENTER,3,CHILLICOTHE,MO,"2799 Washington St, Chillicothe, MO 64601, USA",64601,39.8171065,-93.55101619999999
26D0445273,ST LUKES HOSPITAL OF TRENTON,3,TRENTON,MO,"191 Iowa Blvd, Trenton, MO 64683, USA",64683,40.0675682,-93.5817933
26D0445366,GOLDEN VALLEY MEDICAL - CLINTON,3,CLINTON,MO,"1602 N 2nd St, Clinton, MO 64735, USA",64735,38.38939120000001,-93.7686002
26D0445429,NEVADA REGIONAL MEDICAL CENTER,1,NEVADA,MO,"800 S Ash St, Nevada, MO 64772, USA",64772,37.8309079,-94.36052749999999
26D0445616,FREEMAN HEALTH SYSTEM WEST CAMPUS,3,JOPLIN,MO,"1111 McIntosh Cir Dr, Joplin, MO 64804, USA",64804,37.0515652,-94.5277974
26D0445668,MERCY HOSPITAL JOPLIN DBA,3,JOPLIN,MO,"100 Mercy Way, Joplin, MO 64804, USA",64804,37.0370235,-94.5100753
26D0445722,MERCY HOSPITAL CARTHAGE,1,CARTHAGE,MO,"3125 Dr Russell Smith Way, Carthage, MO 64836, USA",64836,37.136117,-94.321297
26D0445888,HERMANN AREA DISTRICT HOSPITAL,1,HERMANN,MO,"509 W 18th St, Hermann, MO 65041, USA",65041,38.693128,-91.44958899999999
26D0445938,LAKE REGIONAL HEALTH SYSTEM LABORATORY,3,OSAGE BEACH,MO,"54 Hospital Dr Suite 111, Osage Beach, MO 65065, USA",65065,38.1212818,-92.6826835
26D0446211,WOMEN'S AND CHILDREN'S HOSPITAL,3,COLUMBIA,MO,"404 N Keene St, Columbia, MO 65201, USA",65201,38.9571318,-92.28898620000001
26D0446216,BOONE HOSPITAL CENTER,3,COLUMBIA,MO,"1600 E Broadway, Columbia, MO 65201, USA",65201,38.9488484,-92.3152023
26D0446281,UNIVERSITY OF MISSOURI PATHOLOGY DEPT,3,COLUMBIA,MO,"Columbia, MO 65212, USA",65212,38.9393251,-92.3288371
26D0446368,UNIVERSITY OF MISSOURI PATHOLOGY DEPARTMENT,3,COLUMBIA,MO,"Columbia, MO 65212, USA",65212,38.9393251,-92.3288371
26D0446483,"FULTON MEDICAL CENTER, LLC",3,FULTON,MO,"10 S Hospital Dr, Fulton, MO 65251, USA",65251,38.843494,-91.965735
26D0446551,"SSM HEALTH AUDRAIN HEALTHCARE, INC",3,MEXICO,MO,"620 E Monroe St, Mexico, MO 65265, USA",2962,39.1731087,-91.877776
26D0446787,GOLDEN VALLEY MEDICAL-WARSAW,3,WARSAW,MO,"1771 Commercial St, Warsaw, MO 65355, USA",3096,38.26087130000001,-93.36953040000002
26D0446854,PHELPS HEALTH ROLLA,3,ROLLA,MO,"1000 W 10th St, Rolla, MO 65401, USA",65401,37.9530624,-91.785217
