CLIA Number,Laboratory Name,Certificate,City,State
24D0399385,HEALTHEAST ST JOHN'S HOSPITAL,3,MAPLEWOOD,MN
24D0399713,ALLINA HEALTH INVER GROVE HEIGHTS CLINIC,3,INVER GROVE HEIGHTS,MN
24D0399787,ALLINA HEALTH EAGAN CLINIC,3,EAGAN,MN
24D0399899,ALLINA HEALTH WOODBURY CLINIC,3,WOODBURY,MN
24D0399940,ALLINA HEALTH SHOREVIEW CLINIC,3,SHOREVIEW,MN
24D0400025,RIDGEVIEW SIBLEY MEDICAL CENTER,3,ARLINGTON,MN
24D0400084,BUFFALO HOSPITAL - ALLINA HEALTH LABORATORY,3,BUFFALO,MN
24D0400093,ALLINA HEALTH CHAMPLIN CLINIC,3,CHAMPLIN,MN
24D0400141,HUTCHINSON HEALTH DASSEL CLINIC,3,DASSEL,MN
24D0400282,FAIRVIEW RIDGES HOSPITAL LABORATORY,3,BURNSVILLE,MN
24D0400284,ALLINA HEALTH BURNSVILLE CLINIC,3,BURNSVILLE,MN
24D0400424,"VIROMED LABORATORIES, INC",3,BURLINGTON,NC
24D0400566,HUTCHINSON HEALTH,3,HUTCHINSON,MN
24D0400625,MEEKER MEMORIAL HOSPITAL,1,LITCHFIELD,MN
24D0400666,CENTRACARE HEALTH - MONTICELLO,3,MONTICELLO,MN
24D0400744,FAIRVIEW NORTHLAND REGIONAL HLTH CARE,3,PRINCETON,MN
24D0400828,ST FRANCIS REGIONAL MEDICAL CENTER,3,SHAKOPEE,MN
24D0400865,RIDGEVIEW MEDICAL CENTER LABORATORY,3,WACONIA,MN
24D0401355,INDIAN HEALTH BOARD OF MINNEAPOLIS,3,MINNEAPOLIS,MN
24D0401390,CHILDREN'S HOSPITALS & CLINICS OF MINNESOTA,3,MINNEAPOLIS,MN
24D0401558,CENTRAL LABORATORY,3,MINNEAPOLIS,MN
24D0401928,HENNEPIN COUNTY MEDICAL CENTER,3,MINNEAPOLIS,MN
24D0402379,NORTH MEMORIAL MEDICAL CENTER LAB,3,ROBBINSDALE,MN
24D0402896,MERCY HOSPITAL - UNITY CAMPUS - AHL,3,FRIDLEY,MN
24D0402953,ALLINA HEALTH COON RAPIDS CLINIC,3,COON RAPIDS,MN
24D0402969,MERCY HOSPITAL - ALLINA HEALTH LABORATORY,3,COON RAPIDS,MN
24D0403135,FAIRVIEW SOUTHDALE HOSPITAL,3,EDINA,MN
24D0403448,FAIRVIEW BROOKLYN PARK CLINIC,3,BROOKLYN PARK,MN
24D0403520,UNIVERSITY OF MINNESOTA MEDICAL CENTER,3,MINNEAPOLIS,MN
24D0403595,ESSENTIA HEALTH NORTHERN PINES,3,AURORA,MN
24D0403629,COMMUNITY MEMORIAL HOSPITAL,1,CLOQUET,MN
24D0403658,ELY BLOOMENSON COMMUNITY HOSPITAL,1,ELY,MN
24D0403710,GRAND ITASCA CLINIC & HOSPITAL,3,GRAND RAPIDS,MN
24D0404051,ST LUKES HOSPITAL,3,DULUTH,MN
24D0404052,ST MARYS/DULUTH CLINIC HLTH SYS/SMDC LAB,3,DULUTH,MN
24D0404292,MAYO CLINIC LABS - ROCHESTER MAIN CAMPUS,3,ROCHESTER,MN
24D0404612,ST ELIZABETH'S MEDICAL CENTER,1,WABASHA,MN
24D0404769,MANKATO CLINIC,1,MANKATO,MN
24D0404816,MAYO CLINIC HEALTH SYSTEM MANKATO,3,MANKATO,MN
24D0405007,MADELIA COMMUNITY HOSPITAL & CLINIC,3,MADELIA,MN
24D0405070,NEW ULM MEDICAL CENTER,3,NEW ULM,MN
24D0405105,RIVER'S EDGE HOSPITAL,1,ST PETER,MN
24D0405365,SANFORD WORTHINGTON MEDICAL CENTER,1,WORTHINGTON,MN
24D0405388,CARRIS HEALTH CLINIC,3,WILLMAR,MN
24D0405426,"CARRIS HEALTH, LLC",3,WILLMAR,MN
24D0405491,ESSENTIA HEALTH - HOLY TRINITY HOSPITAL,3,GRACEVILLE,MN
24D0405550,AVERA MARSHALL REGIONAL MEDICAL CENTER,1,MARSHALL,MN
24D0405562,CCM HEALTH,1,MONTEVIDEO,MN
24D0405586,STEVENS COMMUNITY MEDICAL CENTER,1,MORRIS,MN
24D0405647,SANFORD WHEATON MEDICAL CENTER,1,WHEATON,MN
24D0405788,CENTRACARE LABORATORY SERVICES,3,SAINT CLOUD,MN
24D0405790,CENTRACARE LABORATORY SERVICES/HEALTH,3,SAINT CLOUD,MN
24D0405847,SANFORD HEALTH BROADWAY CLINIC,3,ALEXANDRIA,MN
24D0405851,ALEXANDRIA CLINIC,3,ALEXANDRIA,MN
24D0405866,ALOMERE HEALTH,3,ALEXANDRIA,MN
24D0406206,CHI ST JOSEPH'S HEALTH,3,PARK RAPIDS,MN
24D0406266,SANFORD HEALTH DETROIT LAKES CLINIC,3,DETROIT LAKES,MN
24D0406280,ESSENTIA HEALTH - ADA,3,ADA,MN
24D0406344,LAKE REGION HEALTHCARE,3,FERGUS FALLS,MN
24D0406485,SANFORD HEALTH PELICAN RAPIDS CLINIC,3,PELICAN RAPIDS,MN
24D0406533,SANFORD CLINIC BEMIDJI,3,BEMIDJI,MN
24D0406562,SANFORD BAGLEY MEDICAL CENTER,3,BAGLEY,MN
24D0406583,DEER RIVER HEALTH CARE CENTER,3,DEER RIVER,MN
24D0406599,RAINY LAKE MEDICAL CENTER,3,INTERNATIONAL FALLS,MN
24D0406620,REDLAKE HOSPITAL,3,REDLAKE,MN
24D0406649,SANFORD THIEF RIVER FALLS MEDICAL CENTER,3,THIEF RIVER FALLS,MN
24D0406698,LIFECARE MEDICAL CENTER - GREENBUSH LAB,3,GREENBUSH,MN
24D0406702,KITTSON MEMORIAL HEALTHCARE CENTER,1,HALLOCK,MN
24D0406738,LIFECARE MEDICAL CENTER - WARROAD LAB,3,WARROAD,MN
24D0651153,MAYO CLINIC HEALTH SYSTEM RED WING,3,RED WING,MN
24D0651198,REGIONS HOSPITAL,3,SAINT PAUL,MN
24D0651409,MINNESOTA DEPARTMENT OF HEALTH,1,SAINT PAUL,MN
24D0651428,UMH CLINICS AND SURGERY CENTER,1,MINNEAPOLIS,MN
24D0651439,LAKE VIEW MEMORIAL HOSPITAL,1,TWO HARBORS,MN
24D0651462,FAIRVIEW RANGE MEDICAL CENTER,3,HIBBING,MN
24D0651464,MERCY HOSPITAL,1,MOOSE LAKE,MN
24D0651661,AITKIN COMMUNITY HOSPITAL,3,AITKIN,MN
24D0651722,LAKEWOOD HEALTH CENTER,3,BAUDETTE,MN
24D0663800,"NEW YORK BLOOD CENTER, INC",3,SAINT PAUL,MN
24D0663948,RIVERVIEW HEALTH LABORATORY,3,CROOKSTON,MN
24D0663989,MILLE LACS HEALTH SYSTEM,1,ONAMIA,MN
24D0668589,HEALTH PARTNERS CENTRAL LAB,3,EDEN PRAIRIE,MN
24D0676729,ESSENTIA HEALTH FOSSTON,3,FOSSTON,MN
24D0677251,ASSOCIATED SKIN CARE SPECIALISTS,1,FRIDLEY,MN
24D0677472,MAYO CLINIC HEALTH SYSTEM ALBERT LEA,3,ALBERT LEA,MN
24D0679447,MAYO CLINIC HEALTH SYSTEM AUSTIN,3,AUSTIN,MN
24D0680316,ASSOCIATED SKIN CARE SPECIALISTS,1,EDEN PRAIRIE,MN
24D0680317,ASSOCIATED SKIN CARE SPECIALISTS,1,COON RAPIDS,MN
24D0680318,ASSOCIATED SKIN CARE SPECIALISTS,1,FRIDLEY,MN
24D0687292,PARK NICOLLET CLINIC - METHODIST HOSPITAL,3,SAINT LOUIS PARK,MN
24D0688128,UNIV OF MN MED CTR-FAIRVIEW-UNIV EAST BANK CAMPUS,3,MINNEAPOLIS,MN
24D0691046,ST FRANCIS HEALTHCARE CAMPUS,3,BRECKENRIDGE,MN
24D0691540,DERMATOLOGY CONSULTANTS PA,1,VADNAIS HEIGHTS,MN
24D0858513,MAYO CLINIC HEALTH SYSTEM MANKATO CYTOLOGY,3,MANKATO,MN
24D0860262,SANFORD PARKERS PRAIRIE CLINIC LABORATORY,3,PARKERS PRAIRIE,MN
24D0875690,SANFORD WALKER LABORATORY CLINIC,3,WALKER,MN
24D0882694,NE - IA - SHING,3,ONAMIA,MN
24D0891602,"ANW WEST HEALTH, INC",3,PLYMOUTH,MN
24D0939685,FAIRVIEW CLINICS-LINO LAKES,3,LINO LAKES,MN
24D0953063,FAIRVIEW ANDOVER CLINIC,3,ANDOVER,MN
24D0953747,ST LUKE'S DERMATOLOGY,1,DULUTH,MN
24D0956850,FAIRVIEW MESABA CLINIC - MT IRON,3,MOUNTAIN IRON,MN
24D0956851,FAIRVIEW MESABA CLINIC - NASHWAUK,3,NASHWAUK,MN
24D0970161,HEALTHEAST WOODWINDS HOSPITAL LAB,3,WOODBURY,MN
24D0988147,MINNEAPOLIS VAMC,3,MINNEAPOLIS,MN
24D0992852,CENTRACARE CLINIC - DERMATOLOGY,1,SAINT CLOUD,MN
24D0995276,UMPHYSICIANS OUTREACH LABORATORIES,3,MINNEAPOLIS,MN
24D1033809,"ACCESS GENETICS LLC, DBA ORALDNA",3,EDEN PRAIRIE,MN
24D1040592,MAYO CLINIC LABS - ROCHESTER SUPERIOR DRIVE,3,ROCHESTER,MN
24D1049217,FAIRVIEW BLAINE CLINIC,3,BLAINE,MN
24D1049224,FAIRVIEW CLINICS-UNIVERSITY CHILDRENS,3,MINNEAPOLIS,MN
24D1049829,U OF MN PEDIATRICS INFECTIOUS DISEASES,1,MINNEAPOLIS,MN
24D1052108,SANFORD HEALTH EAST GRAND FORKS CLINIC,3,EAST GRAND FORKS,MN
24D1061119,SANFORD LABORATORIES WINDOM,3,WINDOM,MN
24D1061124,SANFORD LABORATORIES - MOUNTAIN LAKE,3,MOUNTAIN LAKE,MN
24D1061742,MINNESOTA GASTROENTEROLOGY LABORATORY,3,MAPLEWOOD,MN
24D1065114,SANFORD ADRIAN CLINIC LAB,1,ADRIAN,MN
24D1085475,ASSOCIATED SKIN CARE SPECIALISTS,1,MAPLE GROVE,MN
24D1096127,"ACADEMIC DERMATOLOGY, PC",1,EDINA,MN
24D1102395,FAIRVIEW PINE CITY CLINIC,3,PINE CITY,MN
24D1106316,MAPLE GROVE HOSPITAL,3,MAPLE GROVE,MN
24D2002500,SANFORD BEMIDJI CLINIC 1611 NORTH,3,BEMIDJI,MN
24D2011709,ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER,3,BRAINERD,MN
24D2015774,FAIRVIEW MAPLE GROVE MEDICAL CENTER,1,MAPLE GROVE,MN
24D2018496,RIDGEVIEW TWO TWELVE MEDICAL CENTER LABORATORY,3,CHASKA,MN
24D2050413,COOK HOSPITAL - TOWER,1,TOWER,MN
24D2056881,CLARUS DERMATOLOGY,1,SAINT ANTHONY,MN
24D2061371,LINDSTROM CLINIC,3,LINDSTROM,MN
24D2075059,MY DERMATOLOGIST,1,INVER GROVE HEIGHTS,MN
24D2117719,SOUTHBRIDGE-ST FRANCIS URGENT CARE,3,SHAKOPEE,MN
24D2131610,ALLINA HEALTH CLINIC BUFFALO CROSSROADS,3,BUFFALO,MN
24D2140972,VRL EUROFINS,1,MINNEAPOLIS,MN
24D2155134,LABORATORY CORPORATION OF AMERICA HOLDINGS,1,NEW BRIGHTON,MN
25D0029531,NORTH MISSISSIPPI MEDICAL CENTER,3,TUPELO,MS
25D0029550,MONROE HEALTH SERVICES INC DBA NMMC GILMORE-AMORY,3,AMORY,MS
25D0029572,MAGNOLIA REGIONAL HEALTH CENTER LAB,3,CORINTH,MS
25D0029613,PONTOTOC HEALTH SERVICES INC,3,PONTOTOC,MS
25D0029660,GREENWOOD LEFLORE HOSPITAL,3,GREENWOOD,MS
25D0029702,MERIT HEALTH MADISON HOSPITAL LABORATORY,3,CANTON,MS
25D0029841,MERIT HEALTH RIVER REGION MEDICAL CENTER,3,VICKSBURG,MS
25D0029885,MERIT HEALTH CENTRAL MAIN LABORATORY,3,JACKSON,MS
25D0029960,RUSH FOUNDATION HOSPITAL,3,MERIDIAN,MS
25D0316466,BAPTIST MEMORIAL HOSPITAL - UNION COUNTY,3,NEW ALBANY,MS
25D0316753,DELTA REGIONAL MEDICAL CENTER,1,GREENVILLE,MS
25D0316884,DERMATOLOGY CENTER OF NORTH MS PA,1,TUPELO,MS
25D0317379,MERIT HEALTH RANKIN,3,BRANDON,MS
25D0317980,MISSISSIPPI BAPTIST MEDICAL CENTER LABORATORY,3,JACKSON,MS
25D0318532,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,3,JACKSON,MS
25D0318622,ANDERSON REGIONAL MEDICAL CENTER - NORTH,3,MERIDIAN,MS
25D0318918,HATTIESBURG CLINIC LABORATORY,1,HATTIESBURG,MS
25D0318985,FORREST GENERAL HOSPITAL,3,HATTIESBURG,MS
25D0318998,MERIT HEALTH WESLEY,3,HATTIESBURG,MS
25D0319447,MEMORIAL HOSP AT GULFPORT PATH LAB,3,GULFPORT,MS
25D0319567,OCHSNER MEDICAL CENTER - HANCOCK LABORATORY,3,BAY SAINT LOUIS,MS
25D0319605,MERIT HEALTH BILOXI,3,BILOXI,MS
25D0319796,OCEAN SPRINGS HOSPITAL LABORATORY,3,OCEAN SPRINGS,MS
25D0319894,SINGING RIVER HOSPITAL,3,PASCAGOULA,MS
25D0319986,KINGS DAUGHTERS MEDICAL CENTER,3,BROOKHAVEN,MS
25D0320053,SOUTHWEST MISSISSIPPI REG MEDICAL CTR,3,MCCOMB,MS
25D0320313,NORTH MS MEDICAL CENTER-WEST POINT,3,WEST POINT,MS
25D0651756,CLARKSDALE HMA LLC DBA NORTHWEST MISS REGIONAL,3,CLARKSDALE,MS
25D0651766,BAPTIST MEMORIAL HOSPITAL NORTH MS,3,OXFORD,MS
25D0651780,PHC CLEVELAND INC DBA,3,CLEVELAND,MS
25D0651792,BAPTIST MEMORIAL HOSPITAL BOONEVILLE,3,BOONEVILLE,MS
25D0651813,YALOBUSHA GENERAL HOSPITAL,3,WATER VALLEY,MS
25D0651840,MERIT HEALTH NATCHEZ,3,NATCHEZ,MS
25D0651894,DIAGNOSTIC TISSUE CYTOLOGY GROUP,3,MERIDIAN,MS
25D0651935,SOUTH CENTRAL REGIONAL MEDICAL CENTER,3,LAUREL,MS
25D0651952,GARDEN PARK MEDICAL CENTER LAB,3,GULFPORT,MS
25D0651989,BAPTIST MEMORIAL HOSPITAL - GOLDEN TRIANGLE,3,COLUMBUS,MS
25D0689771,NORTH SUNFLOWER MEDICAL CENTER,1,RULEVILLE,MS
25D0690739,HIGHLAND COMMUNITY HOSPITAL,1,PICAYUNE,MS
25D0690771,RIVER OAKS HOSPITAL,3,JACKSON,MS
25D0691090,GREENWOOD COMPREHENSIVE MEDICAL CLINIC,1,GREENWOOD,MS
25D0708959,UMMC - DEPARTMENT OF PATHOLOGY,3,JACKSON,MS
25D0859785,"JPB PATHOLOGY, INC",3,OXFORD,MS
25D0906493,GULF COAST DERMATOLOGY PA,1,GULFPORT,MS
25D0929363,HUBCARE PATHOLOGY,3,HATTIESBURG,MS
25D0946269,WESTMORELAND DERMATOLOGY AND SURGERY/,1,COLUMBUS,MS
25D0985174,RUSH FOUNDATION HOSPITAL - DEPT OF PATHOLOGY,3,MERIDIAN,MS
25D0985448,HUBCARE PATHOLOGY CENTRAL,3,JACKSON,MS
25D1011258,DIAGNOSTIC TISSUE/CYTOLOGY GROUP,3,MERIDIAN,MS
25D1060031,GOLDEN TRIANGLE PATHOLOGY INC,3,COLUMBUS,MS
25D2135569,RUSH FOUNDATION HOSP OUTREACH LABORATORY,3,MERIDIAN,MS
25D2137603,METRIC LAB SERVICES LLC,3,RIDGELAND,MS
26D0045153,MERCY LABORATORY SERVICES,3,FESTUS,MO
26D0045275,SSM HEALTH CARDINAL GLENNON CHILDRENS HOSPITAL,3,SAINT LOUIS,MO
26D0045374,SSM HEALTH ST MARY'S HOSPITAL-ST LOUIS,3,SAINT LOUIS,MO
26D0045600,PIKE COUNTY HOSPITAL,3,LOUISIANA,MO
26D0045627,MERCY HOSPITAL LINCOLN,3,TROY,MO
26D0045639,SSM ST JOSEPH HOSPITAL-WENTZVILLE,3,WENTZVILLE,MO
26D0045711,SOUTHEAST MISSOURI HOSP LAB,3,CAPE GIRARDEAU,MO
26D0045914,LEES SUMMIT MEDICAL CENTER,3,LEES SUMMIT,MO
26D0045995,NORTH KANSAS CITY HOSPITAL,3,NORTH KANSAS CITY,MO
26D0046086,SAINT LUKE'S NORTH HOSPITAL LAB,3,KANSAS CITY,MO
26D0046095,CAMERON REGIONAL MEDICAL CENTER,1,CAMERON,MO
26D0046270,SSM HEALTH ST MARYS HOSPITAL,3,JEFFERSON CITY,MO
26D0046391,MERCY HOSPITAL - LEBANON,3,LEBANON,MO
26D0046398,SALEM MEMORIAL DISTRICT HOSPITAL,1,SALEM,MO
26D0046423,COX MEDICAL CENTER BRANSON,3,BRANSON,MO
26D0437116,ST LUKE'S HOSPITAL LABORATORY,3,CHESTERFIELD,MO
26D0437653,SSM HEALTH DEPAUL HOSPITAL-ST LOUIS,3,BRIDGETON,MO
26D0437840,MISSOURI BAPTIST SULLIVAN HOSPITAL,3,SULLIVAN,MO
26D0437927,MERCY HOSPITAL WASHINGTON,3,WASHINGTON,MO
26D0438670,BARNES-JEWISH HOSPITAL LAB,3,SAINT LOUIS,MO
26D0438675,ST LOUIS CHILDREN'S HOSPITAL,3,SAINT LOUIS,MO
26D0438768,CARESTL (HLR),1,SAINT LOUIS,MO
26D0439140,ST ALEXIUS HOSPITAL - BROADWAY CAMPUS,3,SAINT LOUIS,MO
26D0439948,ESSE HEALTH,3,SAINT LOUIS,MO
26D0440098,MISSOURI BAPTIST MEDICAL CENTER,3,SAINT LOUIS,MO
26D0440658,BARNES JEWISH WEST COUNTY HOSPITAL,3,CREVE COEUR,MO
26D0440781,MERCY HOSPITAL ST LOUIS,3,SAINT LOUIS,MO
26D0441278,BARNES-JEWISH ST PETERS HOSPITAL,3,SAINT PETERS,MO
26D0441414,WINGHAVEN URGENT CARE CENTER,3,OFALLON,MO
26D0441465,HANNIBAL REGIONAL HOSPITAL,3,HANNIBAL,MO
26D0441786,PARKLAND HEALTH CENTER - FARMINGTON,3,FARMINGTON,MO
26D0441857,WASHINGTON COUNTY MEMORIAL HOSPITAL,1,POTOSI,MO
26D0442027,SAINT FRANCIS MEDICAL CENTER,3,CAPE GIRARDEAU,MO
26D0442165,MISSOURI DELTA MEDICAL CENTER,3,SIKESTON,MO
26D0442369,POPLAR BLUFF REGIONAL MEDICAL CENTER,3,POPLAR BLUFF,MO
26D0442495,BELTON REGIONAL MEDICAL CENTER,3,BELTON,MO
26D0442588,ST MARYS MEDICAL CENTER,3,BLUE SPRINGS,MO
26D0442732,CENTERPOINT MEDICAL CENTER,3,INDEPENDENCE,MO
26D0442873,TRUMAN MEDICAL CENTER LAKEWOOD,3,KANSAS CITY,MO
26D0443009,LAFAYETTE REGIONAL HEALTH CENTER,3,LEXINGTON,MO
26D0443065,LIBERTY HOSPITAL,3,LIBERTY,MO
26D0443246,WESTERN MISSOURI MEDICAL CENTER,3,WARRENSBURG,MO
26D0443323,CHILDRENS MERCY HOSPITAL LABORATORIES,3,KANSAS CITY,MO
26D0443410,TRUMAN MEDICAL CENTER HOSPITAL HILL,3,KANSAS CITY,MO
26D0443954,ST JOSEPH MEDICAL CENTER,3,KANSAS CITY,MO
26D0444355,RESEARCH MEDICAL CENTER-BROOKSIDE CAMPUS,3,KANSAS CITY,MO
26D0444480,RESEARCH MEDICAL CENTER,3,KANSAS CITY,MO
26D0444875,MOSAIC MEDICAL CENTER-MARYVILLE,3,MARYVILLE,MO
26D0445159,HEDRICK MEDICAL CENTER,3,CHILLICOTHE,MO
26D0445273,ST LUKES HOSPITAL OF TRENTON,3,TRENTON,MO
26D0445366,GOLDEN VALLEY MEDICAL - CLINTON,3,CLINTON,MO
26D0445429,NEVADA REGIONAL MEDICAL CENTER,1,NEVADA,MO
26D0445616,FREEMAN HEALTH SYSTEM WEST CAMPUS,3,JOPLIN,MO
26D0445668,MERCY HOSPITAL JOPLIN DBA,3,JOPLIN,MO
26D0445722,MERCY HOSPITAL CARTHAGE,1,CARTHAGE,MO
26D0445888,HERMANN AREA DISTRICT HOSPITAL,1,HERMANN,MO
26D0445938,LAKE REGIONAL HEALTH SYSTEM LABORATORY,3,OSAGE BEACH,MO
26D0446211,WOMEN'S AND CHILDREN'S HOSPITAL,3,COLUMBIA,MO
26D0446216,BOONE HOSPITAL CENTER,3,COLUMBIA,MO
26D0446281,UNIVERSITY OF MISSOURI PATHOLOGY DEPT,3,COLUMBIA,MO
26D0446368,UNIVERSITY OF MISSOURI PATHOLOGY DEPARTMENT,3,COLUMBIA,MO
26D0446483,"FULTON MEDICAL CENTER, LLC",3,FULTON,MO
26D0446551,"SSM HEALTH AUDRAIN HEALTHCARE, INC",3,MEXICO,MO
26D0446787,GOLDEN VALLEY MEDICAL-WARSAW,3,WARSAW,MO
26D0446854,PHELPS HEALTH ROLLA,3,ROLLA,MO
26D0446979,MERCY ST FRANCIS HOSPITAL,3,MOUNTAIN VIEW,MO
26D0447069,MERCY HOSPITAL AURORA,3,AURORA,MO
26D0447107,CMH HOSPITAL LABORATORY,3,BOLIVAR,MO
26D0447182,MERCY HOSPITAL CASSVILLE,3,CASSVILLE,MO
26D0447330,"COX MONETT HOSPITAL, LABORATORY",3,MONETT,MO
26D0447528,OZARKS MEDICAL CENTER-THAYER/ MAMMOTH SPRING,1,THAYER,MO
26D0447574,COX MEDICAL CENTER NORTH,3,SPRINGFIELD,MO
26D0448010,COX MEDICAL CENTER SOUTH LABORATORY,3,SPRINGFIELD,MO
26D0652071,ST LUKE'S DES PERES HOSPITAL,3,KIRKWOOD,MO
26D0652092,QUEST DIAGNOSTICS,3,SAINT LOUIS,MO
26D0652158,STE GENEVIEVE COUNTY MEMORIAL HOSPITAL,1,SAINTE GENEVIEVE,MO
26D0652233,LABORATORY CORPORATION OF AMERICA HOLDINGS,3,OVERLAND PARK,KS
26D0652243,SAINT LUKES HOSPITAL LABORATORY,3,KANSAS CITY,MO
26D0652309,GOLDEN VALLEY MEMORIAL,3,CLINTON,MO
26D0652359,CAPITAL REGION MEDICAL CENTER,3,JEFFERSON CITY,MO
26D0652392,BOTHWELL REGIONAL HEALTH CENTER,3,SEDALIA,MO
26D0652446,"MERCY HOSPITAL LABORATORY, SPRINGFIELD",3,SPRINGFIELD,MO
26D0666026,MERCY HOSPITAL SOUTH,3,SAINT LOUIS,MO
26D0666581,PARKLAND HEALTH CENTER-BONNE TERRE,3,BONNE TERRE,MO
26D0667822,MISSOURI STATE PUBLIC HEALTH LAB,1,JEFFERSON CITY,MO
26D0668824,OZARK MEDICAL CENTER,3,WEST PLAINS,MO
26D0668882,NORTHEAST REGIONAL MEDICAL CENTER - LABORATORY,3,KIRKSVILLE,MO
26D0671172,SSM HEALTH ST JOSEPH HOSPITAL-ST CHARLES,3,SAINT CHARLES,MO
26D0671826,SAINT LOUIS UNIVERSITY GENERAL DERMATOLOGY CLINIC,1,SAINT LOUIS,MO
26D0673463,PERRY COUNTY MEMORIAL HOSPITAL,3,PERRYVILLE,MO
26D0674086,SSM HEALTH ST CLARE HOSPITAL-FENTON,3,FENTON,MO
26D0675479,CHRISTIAN HOSPITAL NORTH EAST LAB,3,SAINT LOUIS,MO
26D0685174,SLU PATH DEPT INDEPENDENT LABS,3,SAINT LOUIS,MO
26D0696848,HEARTLAND REGIONAL MEDICAL CENTER LABORATORY,3,SAINT JOSEPH,MO
26D0697913,CLEAVER DERMATOLOGY,3,KIRKSVILLE,MO
26D0716257,GOLDEN VALLEY MEDICAL WINDSOR,3,WINDSOR,MO
26D0866627,OZARKS MEDICAL CENTER-WINONA,1,WINONA,MO
26D0886746,ENCOMPASS MEDICAL GROUP,3,KANSAS CITY,MO
26D0893575,CREATIVE TESTING SOLUTIONS,3,SAINT LOUIS,MO
26D0898415,CLAY-PLATTE FAMILY MEDICINE CLINIC PC,3,KANSAS CITY,MO
26D0907768,CASS REGIONAL MEDICAL CENTER-MAIN LAB,3,HARRISONVILLE,MO
26D0917611,OZARKS MEDICAL CENTER-URGENT CARE,1,WEST PLAINS,MO
26D0947881,WEST COUNTY DERMATOLOGY INC,1,CHESTERFIELD,MO
26D0949496,CENTRAL MISSOURI DERMATOLOGY LLP COLUMBIA,1,COLUMBIA,MO
26D0983643,VIRACOR EUROFINS,3,LEES SUMMIT,MO
26D0987308,HARRY S TRUMAN MEMORIAL VA HOSPITAL,3,COLUMBIA,MO
26D0995726,"CLINLAB, INC",1,SAINT LOUIS,MO
26D1007530,MERCY URGENT CARE-EAST COMMUNITY ST LOUIS,1,O FALLON,MO
26D1023850,DERMATOLOGY AND SKIN CANCER SPECIALIST PA,1,LEES SUMMIT,MO
26D1036367,ST LUKES EAST LEES SUMMIT LABORATORY,3,LEES SUMMIT,MO
26D1041447,CLARKSON III URGENT CARE LAB,3,ELLISVILLE,MO
26D1046774,SAINT LOUIS UNIVERSITY GENERAL DERMATOLOGY,1,SAINT LOUIS,MO
26D1056501,LABORATORY CORPORATION OF AMERICA HOLDING,1,KANSAS CITY,MO
26D1061253,PROGRESS WEST HEALTHCARE CENTER,3,O FALLON,MO
26D1063392,SAINT LUKES DERMATOLOGY,1,KANSAS CITY,MO
26D1071136,KANSAS CITY SKIN & CANCER CENTER,1,KANSAS CITY,MO
26D1086087,MID-AMERICA TRANSPLANT,3,SAINT LOUIS,MO
26D1101943,"AIM LABORATORIES, LLC",3,BRIDGETON,MO
26D2078298,ELITE DIAGNOSTICS INC,1,SAINT LOUIS,MO
26D2080766,INTERNATIONAL DIAGNOSTIC LABORATORY LLC,1,KINGWOOD,TX
26D2082813,GOLDEN VALLEY MEDICAL-OSCEOLA,3,OSCEOLA,MO
26D2102945,GAMMA HEALTHCARE INC - SPRINGFIELD,1,SPRINGFIELD,MO
26D2131450,DERMATOLOGY & SKIN CANCER CENTER,1,KANSAS CITY,MO
26D2162440,MERCY HOSPITAL URGENT CARE ST PETERS,1,ST PETERS,MO
26D2166950,LABORATORY CORPORATION OF AMERICA,3,LAKE SAINT LOUIS,MO
27D0041965,BIG HORN COUNTY MEMORIAL HOSPITAL LABORATORY,1,HARDIN,MT
27D0042084,NORTHERN MONTANA HOSPITAL,1,HAVRE,MT
27D0042192,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,3,POLSON,MT
27D0409364,US PUBLIC HEALTH SERVICE HOSPITAL,3,CROW AGENCY,MT
27D0409444,BEARTOOTH BILLINGS CLINIC,1,RED LODGE,MT
27D0409764,BILLINGS CLINIC,3,BILLINGS,MT
27D0409775,TRINITY HOSPITAL LAB,1,WOLF POINT,MT
27D0409865,HOLY ROSARY HEALTH CENTER,3,MILES CITY,MT
27D0409986,GREAT FALLS CLINIC HOSPITAL LAB,3,GREAT FALLS,MT
27D0410131,PONDERA MEDICAL CENTER,1,CONRAD,MT
27D0410143,NORTHERN ROCKIES MEDICAL CENTER,1,CUT BANK,MT
27D0410260,PHILLIPS COUNTY HOSPITAL,1,MALTA,MT
27D0410407,ST PETERS HEALTH,1,HELENA,MT
27D0410539,ST JAMES HEALTHCARE LABORATORY,3,BUTTE,MT
27D0410647,BOZEMAN HEALTH DEACONESS HOSPITAL,3,BOZEMAN,MT
27D0410720,DEER LODGE MEDICAL CENTER,1,DEER LODGE,MT
27D0410733,BARRETT HOSPITAL & HEALTHCARE LABORATORY,1,DILLON,MT
27D0410743,MADISON VALLEY MEDICAL CENTER,1,ENNIS,MT
27D0410970,ST PATRICK HOSPITAL,3,MISSOULA,MT
27D0411039,MARCUS DALY MEMORIAL HOSPITAL,1,HAMILTON,MT
27D0411099,ST LUKE COMMUNITY HEALTHCARE,1,RONAN,MT
